dates,satname,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043,nzd0343-0013
2018-08-24 22:00:09.684000,L8,,245.81,246.89,263.86,239.99,265.83,261.83,280.95,305.47,306.73,305.31,313.46,270.73,312.45,320.98,312.78,301.13,304.32,308.67,307.70,302.93,304.88,309.58,296.63,290.55,306.35,309.56,300.21,305.20,298.65,294.61,289.89,298.42,302.48,305.51,299.05,283.80,289.62,291.61,290.12,298.35,296.62,304.67,
2018-08-24 22:00:33.638000,L8,,,,,,266.54,263.55,282.49,306.28,307.54,306.57,314.25,272.70,313.64,322.34,313.80,302.51,305.29,310.06,308.34,304.33,305.72,310.58,297.76,292.25,307.05,311.82,301.47,306.03,299.98,295.64,290.97,299.28,303.27,306.29,299.81,284.75,290.54,292.84,292.47,299.30,299.39,305.69,
2018-10-20 21:54:44.595000,L8,,,,,,266.49,264.73,280.44,307.00,307.28,311.73,312.52,287.47,308.33,316.61,304.64,313.97,296.84,303.97,301.47,299.10,306.66,306.15,290.37,288.65,300.86,304.09,296.72,301.23,298.99,289.42,283.33,292.04,305.04,303.69,299.96,278.95,284.96,289.20,290.06,305.59,309.00,311.80,283.90
2018-10-27 22:00:57.222000,L8,,,,,,,,,,,,,,304.84,315.10,305.34,302.71,295.66,308.89,299.63,297.68,299.78,306.74,290.97,286.63,298.17,302.95,293.04,298.61,292.85,287.68,280.26,289.37,320.11,311.65,306.42,275.72,284.46,302.83,301.29,293.83,294.42,296.46,279.81
2018-11-05 21:54:47.964000,L8,,249.46,249.71,250.10,240.46,269.06,263.18,284.53,308.24,307.93,311.51,312.25,289.90,307.66,317.24,309.82,300.99,301.53,304.74,298.64,298.24,300.73,307.80,292.43,289.01,291.60,303.80,296.34,300.45,301.30,289.83,281.69,301.26,308.15,303.39,303.01,278.80,283.53,290.71,297.03,299.31,306.18,312.38,283.21
2019-01-31 22:00:25.273000,L8,,,,,,269.24,261.27,279.98,306.29,302.62,310.72,312.80,,303.72,312.93,304.26,295.90,298.60,306.45,299.18,296.85,295.41,303.94,295.05,289.43,292.07,304.14,297.98,301.44,300.61,288.70,281.75,289.67,312.79,303.42,318.19,279.04,283.38,286.10,296.98,303.89,305.47,311.81,295.25
2019-02-16 22:00:23.352000,L8,,,,,,,,,,,,,,304.52,313.68,304.53,294.19,297.90,304.45,298.15,293.24,292.01,303.48,294.28,287.05,293.38,304.16,297.79,301.97,301.54,288.71,280.75,290.10,316.96,303.07,305.09,280.46,281.57,285.48,300.70,306.63,313.88,317.27,293.43
2019-02-16 22:00:47.319000,L8,,,,,,,,,,,,,,303.85,313.00,302.84,293.60,297.08,303.83,297.81,292.70,291.66,302.11,293.25,286.02,291.76,302.45,296.70,301.70,300.46,288.32,280.28,289.08,315.40,301.85,301.80,279.64,280.25,284.24,293.45,304.54,313.14,314.73,292.94
2019-03-04 22:00:18.869000,L8,,,,,,,,,,,,,,303.88,314.45,304.99,294.81,295.80,302.32,295.79,291.53,291.16,304.31,292.12,285.97,290.54,305.06,295.64,301.37,298.63,289.45,278.60,287.44,315.77,306.09,308.09,276.89,278.41,280.83,291.96,304.47,305.59,302.87,293.64
2019-03-04 22:00:42.823000,L8,,,,,,266.32,262.75,281.31,309.04,306.59,309.92,315.57,,306.22,315.91,306.56,296.95,297.18,304.26,297.06,293.71,292.43,306.31,293.73,287.37,293.05,306.72,297.40,303.68,301.61,291.60,280.32,288.85,320.55,309.04,309.59,279.07,279.98,283.11,299.67,307.03,308.61,305.14,295.42
2019-05-07 22:00:32.643000,L8,333.83,319.61,310.70,310.94,315.84,322.90,332.67,355.65,378.56,357.04,360.24,350.13,290.93,351.90,343.24,328.47,327.93,334.90,338.56,347.56,335.03,330.93,339.18,345.07,334.81,327.06,335.25,330.71,339.18,330.56,316.81,311.53,314.87,316.91,317.00,308.27,307.01,313.35,321.23,317.38,309.58,309.11,313.25,355.40
2019-05-16 21:54:27.787000,L8,297.72,310.58,285.57,292.02,275.17,280.13,285.47,297.24,329.69,313.33,362.91,350.67,278.51,,,,,,,,,,,,,,,,316.93,301.49,292.87,288.39,297.00,320.53,350.20,349.02,288.27,278.04,304.68,318.52,289.86,312.59,321.99,274.68
2019-05-23 22:00:18.688000,L8,313.55,316.81,302.86,300.56,304.27,310.38,321.38,297.45,362.89,358.78,349.12,342.87,287.05,341.23,342.09,328.23,319.67,320.96,330.95,321.06,320.92,323.57,334.24,321.52,310.04,308.80,315.39,309.94,313.19,315.68,305.29,297.31,300.36,310.07,312.54,298.72,290.76,304.42,294.44,302.37,292.74,292.76,308.36,297.07
2019-05-23 22:00:42.651000,L8,310.15,316.89,302.54,300.37,305.26,311.67,327.18,350.39,363.51,359.50,354.75,343.31,286.75,341.93,344.65,329.72,321.00,322.35,335.10,322.89,321.95,325.98,336.91,322.32,314.30,309.20,315.79,310.67,314.32,316.43,305.13,297.11,300.79,310.23,313.18,298.70,291.71,306.45,296.18,302.95,292.86,293.26,309.03,299.01
2019-06-08 22:00:26.359000,L8,308.17,312.16,302.79,318.35,314.42,313.62,325.10,334.02,351.00,350.71,343.13,343.35,,324.22,330.07,319.71,310.71,315.12,320.65,315.99,310.29,311.38,322.55,319.12,301.63,300.55,313.50,317.66,310.29,300.12,296.85,289.10,298.20,304.30,303.37,298.60,294.16,298.58,301.46,293.53,287.64,294.19,298.13,
2019-06-08 22:00:50.322000,L8,309.85,312.52,303.13,319.44,315.74,314.94,325.46,334.49,351.76,351.05,344.08,344.59,,326.85,331.71,321.73,314.04,317.78,322.28,317.28,313.62,313.81,324.48,319.70,305.09,302.53,313.88,319.49,310.77,301.57,297.50,289.73,298.82,305.02,303.84,298.89,295.19,301.79,302.00,294.92,288.91,295.63,298.71,291.11
2019-07-10 22:00:35.303000,L8,332.04,326.71,311.72,313.12,313.74,315.62,358.04,369.86,390.51,358.31,356.40,348.67,284.50,335.22,341.78,330.33,321.73,321.64,332.37,335.54,331.80,323.92,326.51,326.69,326.88,315.36,323.09,317.15,320.53,333.56,313.85,305.48,309.75,316.08,318.26,306.83,296.80,297.60,303.37,305.46,300.13,298.00,304.15,329.15
2019-07-10 22:00:59.262000,L8,,,,,,261.63,263.76,280.44,308.45,311.21,308.98,313.89,265.74,312.44,327.90,317.93,311.97,310.77,318.49,310.33,302.31,311.18,317.70,301.27,290.08,299.93,308.04,295.13,300.17,288.90,297.12,292.01,303.05,308.82,310.92,299.53,286.37,287.94,288.67,287.13,292.00,290.23,295.32,
2019-07-26 22:00:40.154000,L8,349.04,334.45,333.07,319.48,332.52,330.11,345.84,369.32,366.98,349.55,346.80,347.72,369.34,360.11,352.43,331.68,323.44,332.98,332.64,348.74,321.85,327.43,336.14,337.87,326.34,318.71,323.31,340.02,328.65,327.55,308.23,304.15,308.51,314.23,314.27,307.07,305.40,304.93,311.54,305.87,313.22,298.75,306.43,367.25
2019-07-26 22:01:04.108000,L8,352.59,341.84,335.53,322.51,334.87,332.75,347.33,371.15,369.30,350.53,347.93,349.30,372.85,364.84,356.10,332.88,325.80,335.60,334.71,350.54,324.05,329.14,337.88,339.39,327.99,319.84,325.95,342.38,331.97,330.80,311.23,307.78,310.09,316.17,316.63,309.33,306.58,306.95,314.59,307.42,316.05,304.10,309.22,368.31
2019-08-04 21:54:57.018000,L8,329.30,313.91,310.59,309.66,319.77,276.30,308.86,298.72,350.50,338.40,337.42,343.59,281.41,352.20,343.13,330.12,311.84,312.36,314.31,328.88,316.02,317.09,327.21,323.47,316.68,306.84,322.10,332.98,315.23,319.90,303.63,301.50,305.49,313.53,311.68,302.26,306.75,299.41,304.29,298.14,293.74,299.24,299.36,
2019-08-11 22:01:10.247000,L8,295.77,253.02,251.71,284.22,256.05,269.28,275.52,292.88,319.01,318.54,316.97,321.70,279.54,316.11,328.48,322.20,311.25,318.45,314.16,312.65,312.97,311.77,319.89,304.01,310.42,309.04,313.36,304.88,313.21,309.08,304.15,293.53,309.65,313.52,311.30,303.97,287.64,291.35,294.99,297.59,297.34,293.66,293.21,280.06
2019-08-27 22:00:50.444000,L8,343.69,322.27,309.39,300.46,294.48,317.28,290.86,362.01,351.43,368.30,364.87,350.72,289.38,352.05,360.96,335.35,329.41,324.48,332.20,326.35,327.21,323.25,327.81,330.68,327.83,326.05,335.85,332.33,333.29,337.85,317.22,309.51,316.34,323.43,326.97,309.72,310.40,323.52,313.16,307.01,300.68,309.77,309.25,289.71
2019-08-27 22:01:14.407000,L8,344.48,323.57,311.57,308.06,296.46,322.67,340.43,365.61,382.55,369.22,367.09,353.90,290.20,352.57,361.63,337.45,331.43,325.73,333.28,327.85,328.00,324.38,329.01,332.71,329.95,326.99,338.62,336.73,336.71,338.62,320.18,310.93,316.75,324.00,328.16,311.06,314.48,324.33,313.71,308.06,301.60,310.45,309.82,352.56
2019-10-07 21:55:14.925000,L8,,,,,,268.33,268.46,281.85,311.98,309.31,313.75,313.00,289.27,310.09,319.39,309.52,305.82,298.56,327.11,305.22,302.09,306.29,306.58,293.34,289.13,294.61,304.91,297.20,302.10,301.44,289.94,283.07,291.99,317.42,307.54,301.57,279.97,286.09,299.47,301.76,300.69,295.16,299.03,278.78
2019-10-30 22:01:02.711000,L8,,,,,,,,,,,,,,302.10,312.13,299.04,292.22,297.48,305.27,314.26,294.65,296.35,298.96,278.74,283.98,286.64,294.89,289.79,294.28,290.98,281.82,275.68,285.95,297.17,299.45,294.72,272.56,277.83,281.50,292.59,289.57,288.84,296.71,278.80
2019-10-30 22:01:26.665000,L8,363.65,345.43,341.34,334.25,340.86,344.94,318.57,361.67,383.80,373.27,359.77,361.73,300.53,354.35,356.13,345.22,334.48,317.36,315.69,322.94,308.30,307.51,322.51,326.42,326.39,317.83,331.42,341.70,332.95,339.35,319.81,314.57,318.21,324.60,331.33,319.24,309.47,321.76,314.70,301.84,297.12,298.54,307.40,348.70
2020-01-02 22:00:51.777000,L8,284.86,286.46,273.40,265.14,262.43,272.45,281.12,288.93,324.48,312.53,314.41,316.84,265.30,311.88,320.96,313.31,315.80,320.69,321.26,315.09,296.97,298.75,307.89,297.24,298.44,298.13,309.68,302.14,310.09,312.22,295.10,282.82,306.33,317.30,305.63,308.11,291.53,283.75,301.43,295.84,289.80,291.60,293.69,291.57
2020-02-03 22:01:07.154000,L8,,,,,,,,,,,,,,310.13,319.59,311.25,300.55,302.54,306.41,300.60,298.23,300.77,316.52,295.59,292.88,290.57,313.48,299.11,304.63,302.21,288.60,277.55,289.59,311.09,320.59,304.30,277.54,277.96,303.89,296.60,295.87,289.58,311.89,295.26
2020-02-19 22:00:40.027000,L8,289.54,296.64,275.53,279.64,268.46,278.01,280.39,293.24,324.16,315.44,314.34,315.86,276.48,311.88,321.90,313.48,304.90,339.48,316.53,301.24,301.19,297.27,338.95,337.74,333.42,332.72,318.58,305.17,313.12,310.81,296.36,290.55,312.72,322.71,320.76,316.43,311.44,321.63,312.78,314.80,313.53,323.01,317.15,297.74
2020-03-06 22:00:34.507000,L8,292.24,295.83,281.24,287.23,264.34,283.63,285.96,295.38,320.09,314.51,317.56,324.34,273.73,317.26,321.59,312.01,296.83,307.15,304.45,299.25,295.39,296.40,308.04,305.27,294.87,316.15,330.09,306.86,307.42,308.21,294.33,288.73,294.78,305.78,308.09,299.84,287.10,314.32,319.17,309.84,313.24,309.21,313.19,305.30
2020-03-06 22:00:58.462000,L8,,,,,,,,,,,,,,302.97,312.40,297.02,285.25,297.39,294.19,292.80,286.72,290.78,301.15,292.08,283.84,287.37,299.13,294.88,301.26,298.25,289.21,279.15,284.88,297.74,300.77,292.77,277.68,276.98,278.09,292.82,298.19,283.69,288.83,288.18
2020-04-23 22:00:11.077000,L8,,310.87,242.19,284.11,,266.45,263.34,279.66,303.39,307.59,309.24,314.03,275.20,305.95,318.26,310.33,296.70,299.30,305.85,298.68,294.82,294.86,306.39,301.05,285.60,293.75,307.20,296.55,304.36,305.55,299.61,289.87,292.20,310.21,304.33,293.52,282.71,285.06,278.11,283.21,288.90,290.23,300.17,278.72
2020-04-23 22:00:35.031000,L8,,311.51,244.22,285.27,,267.25,265.41,280.54,304.97,308.87,309.98,315.15,276.59,307.37,319.49,311.52,297.99,300.40,307.27,299.59,296.49,296.02,307.57,303.38,286.64,298.09,309.44,298.37,305.69,308.28,300.55,290.69,293.48,310.55,304.81,294.33,283.53,285.91,279.20,284.29,289.70,291.43,301.53,279.98
2020-05-09 22:00:02.918000,L8,346.20,327.41,316.30,315.28,328.55,330.34,341.87,340.32,363.28,361.98,359.77,358.74,312.59,346.63,351.80,344.50,328.08,318.86,325.43,317.87,337.94,339.13,338.77,321.83,324.25,308.07,323.01,327.56,333.25,335.07,312.90,305.78,318.75,321.82,315.90,306.78,309.60,314.53,313.59,307.52,300.76,302.89,302.62,345.10
2020-05-09 22:00:26.885000,L8,346.58,327.84,316.75,316.38,328.87,330.79,343.32,340.47,364.10,362.46,361.90,362.06,312.79,347.80,353.14,345.23,331.18,339.90,327.86,319.32,340.33,341.51,342.53,323.97,326.54,308.54,323.70,331.14,334.01,335.48,313.88,305.59,322.86,323.59,316.30,307.61,310.88,314.91,314.49,309.28,301.98,304.00,303.91,345.82
2020-05-25 22:00:06.436000,L8,,,,,,,,,,,,,,,,,,,,,,253.67,272.96,261.11,263.97,272.70,293.75,277.82,279.01,268.00,273.78,280.25,283.00,292.56,299.45,291.72,274.06,281.14,273.76,273.76,277.18,284.32,294.32,
2020-05-25 22:00:30.399000,L8,,,,,,,,,,,,,,,,,,,,,,253.50,272.05,260.93,263.57,271.91,293.44,277.38,278.14,267.49,271.27,279.32,282.86,292.70,299.60,291.69,274.10,281.26,273.87,273.84,277.38,284.02,294.52,
2020-06-03 21:54:24.222000,L8,334.55,328.09,316.11,313.97,314.52,326.50,341.27,351.52,373.56,366.01,364.32,353.89,295.03,350.86,357.09,348.17,341.07,346.55,346.07,354.02,353.78,352.94,358.08,351.22,338.28,330.26,341.16,316.87,317.25,344.91,312.30,299.63,325.88,312.57,315.37,305.30,296.40,297.74,297.67,,,,,355.72
2020-06-10 22:00:15.501000,L8,299.69,290.95,306.53,304.26,303.89,315.75,277.71,290.17,317.11,321.82,314.49,347.50,287.49,342.47,350.37,339.86,324.52,324.82,336.83,306.91,309.86,302.78,314.63,314.64,304.03,300.60,312.49,312.11,309.83,311.57,299.49,294.05,297.17,304.04,309.93,302.44,289.98,295.31,285.87,284.80,289.61,294.23,308.77,
2020-06-10 22:00:39.456000,L8,303.67,317.37,308.76,307.66,306.95,320.03,327.90,353.59,368.05,350.11,346.48,353.95,290.60,345.03,351.60,342.27,328.68,328.51,340.11,336.16,322.85,311.90,321.89,318.13,310.52,303.91,313.57,315.43,313.13,313.89,300.88,294.99,298.73,305.61,311.98,302.94,292.24,297.35,289.30,287.50,294.75,296.22,309.84,336.93
2020-07-12 22:00:54.669000,L8,303.67,310.41,299.67,300.68,295.37,305.09,331.21,347.83,366.71,360.39,348.08,345.90,347.84,357.42,359.55,345.35,342.52,340.43,348.04,351.17,332.03,331.65,334.08,333.75,329.34,309.86,316.88,316.69,321.38,317.86,308.67,298.55,306.59,317.72,311.84,304.47,298.23,290.83,296.64,292.68,293.29,301.09,305.76,341.63
2020-07-28 22:00:35.385000,L8,,,,,,263.24,261.51,278.08,308.74,307.86,303.75,308.11,,304.32,316.91,308.79,299.18,298.22,301.62,297.50,292.44,291.20,304.50,294.33,284.41,293.20,304.68,295.77,293.15,294.97,287.85,287.38,292.17,299.58,304.50,296.00,280.54,286.32,284.68,284.37,285.74,290.62,298.63,
2020-08-29 22:00:47.583000,L8,,,,,,268.34,263.84,279.43,303.65,306.75,310.11,309.95,283.82,309.34,319.00,309.68,299.88,302.52,304.17,298.98,296.88,293.19,304.28,293.04,288.65,288.83,301.98,295.03,300.56,298.20,289.74,286.74,290.16,304.91,306.12,299.02,281.62,287.53,287.97,287.49,295.63,303.59,308.26,
2020-08-29 22:01:11.546000,L8,,,,,,268.34,264.06,279.41,304.03,307.19,310.43,310.47,283.93,310.06,319.42,310.28,300.64,303.96,304.75,299.62,297.48,294.46,305.01,293.34,289.43,289.42,302.22,295.40,300.92,298.43,290.12,286.93,290.46,305.05,306.23,299.32,281.97,287.76,288.53,287.90,296.20,303.84,308.55,
2020-09-07 21:55:04.547000,L8,295.15,315.98,304.32,296.62,268.18,282.54,291.92,298.32,334.17,334.04,345.70,330.98,298.26,317.70,339.60,330.31,311.86,331.83,327.08,312.98,305.79,331.76,326.10,313.21,303.53,310.57,313.65,333.30,315.41,322.00,302.05,297.06,310.71,313.80,315.90,307.16,293.93,312.52,302.09,312.93,311.51,310.97,308.81,288.13
2020-09-14 22:00:53.882000,L8,,,,,,266.13,261.98,277.89,305.88,306.07,309.53,308.45,284.46,305.90,317.66,307.64,298.94,301.43,306.06,299.00,296.45,294.62,305.56,292.32,284.21,289.47,297.19,293.97,300.42,296.80,287.74,282.75,289.47,301.18,303.26,297.75,277.14,284.87,283.57,284.77,293.19,295.77,308.65,272.75
2020-09-14 22:01:17.845000,L8,,,,,,268.54,265.93,281.62,310.74,310.06,312.18,313.36,287.26,309.27,320.46,310.61,302.56,305.74,310.50,301.59,299.09,297.41,309.45,296.56,287.37,292.77,301.77,296.44,303.03,301.26,290.60,285.38,293.19,303.79,305.27,300.11,279.66,287.47,286.29,287.23,299.38,298.96,314.93,276.05
2020-09-30 22:00:57.970000,L8,,,,,,265.69,262.09,280.46,309.55,309.09,310.57,312.48,290.10,307.88,320.14,313.41,311.19,313.41,315.22,302.83,300.20,297.86,306.71,291.84,285.73,310.84,325.95,295.94,304.81,302.86,291.18,283.62,288.42,309.96,304.60,302.43,278.79,285.93,284.00,287.14,304.73,298.22,303.44,274.07
2020-09-30 22:01:21.925000,L8,,,,,,,,,,,,,,305.31,315.48,308.01,301.07,300.78,312.26,299.17,295.94,294.83,299.91,286.15,283.23,291.32,300.61,293.10,301.10,297.78,287.63,280.66,285.64,303.71,302.61,299.09,275.80,281.51,281.20,283.85,290.36,294.64,301.56,
2021-01-04 22:00:54.521000,L8,,,,,,,,,,,,,,303.58,313.80,306.78,294.32,296.31,302.95,297.59,291.92,293.22,303.48,293.35,292.35,288.81,307.98,295.35,299.82,299.90,286.09,277.23,288.03,301.82,301.44,291.49,279.19,279.71,283.64,286.53,292.44,285.22,290.49,285.60
2021-01-04 22:01:18.489000,L8,282.18,281.00,260.16,252.70,254.74,270.18,263.71,286.10,309.66,305.11,307.74,311.53,,307.78,317.49,310.36,297.97,299.96,305.84,300.27,295.60,297.33,307.89,306.52,298.80,293.09,309.83,301.26,302.38,326.94,289.45,280.87,292.23,307.87,309.40,308.97,288.74,291.60,289.09,307.24,295.14,288.00,294.31,288.86
2021-02-21 22:00:41.462000,L8,285.26,289.16,252.34,276.28,240.21,270.84,266.30,285.70,305.92,308.22,310.74,316.91,,308.27,317.26,309.24,300.04,299.67,331.70,299.79,296.99,296.84,307.79,304.94,290.85,316.29,309.40,302.25,303.84,303.94,289.68,280.49,325.75,326.55,312.49,297.29,284.47,285.28,286.73,289.08,296.59,312.99,313.49,288.97
2021-02-21 22:01:05.416000,L8,,,,,,,,,,,,,,303.85,312.59,305.31,296.27,294.68,304.42,297.40,293.38,293.53,303.27,295.19,286.40,288.18,297.08,296.12,300.66,299.08,286.48,276.84,285.81,323.62,298.11,291.87,278.68,279.53,281.35,284.75,282.42,306.80,312.31,285.51
2021-03-25 22:00:27.214000,L8,,289.09,246.11,259.99,239.78,267.98,264.12,286.19,303.28,307.86,311.01,314.72,,308.11,317.18,311.44,300.10,304.93,308.97,300.72,299.36,295.74,317.76,295.93,288.60,296.44,305.60,297.50,304.26,301.82,290.89,281.42,288.99,320.63,305.19,298.80,284.20,283.60,283.39,286.08,312.90,295.29,302.24,289.80
2021-03-25 22:00:51.177000,L8,287.51,289.98,248.82,272.83,242.45,269.98,266.95,288.72,305.05,309.84,313.01,316.39,,310.47,319.66,314.15,303.25,307.35,310.51,303.26,302.05,298.14,319.61,297.47,289.54,299.24,308.02,299.55,306.26,304.39,292.68,283.24,290.65,322.60,306.71,301.28,286.12,285.03,285.02,287.50,314.57,298.58,305.26,291.17
2021-04-10 22:00:46.354000,L8,,269.19,243.81,262.86,247.56,266.33,266.61,287.90,310.10,312.21,311.59,316.79,276.90,307.94,320.62,311.90,301.21,303.92,309.38,301.18,302.57,295.91,313.79,295.98,286.09,297.45,306.61,299.85,303.65,304.42,294.26,286.33,293.53,308.02,307.07,299.30,287.17,287.47,287.78,287.14,297.25,294.84,306.47,284.48
2021-06-22 21:54:44.594000,L8,,,,,,266.35,275.83,295.34,346.88,328.24,321.90,327.02,284.16,316.66,332.36,319.22,304.33,311.11,,,,,,,,,,,,,,,,,,,,,,,,,,284.66
2021-07-08 21:54:46.809000,L8,352.18,338.00,332.56,316.62,319.94,329.58,339.64,358.07,374.93,371.55,359.75,362.15,299.47,347.78,348.09,344.01,339.27,339.80,341.88,337.82,351.07,349.89,337.57,343.57,331.46,327.73,332.61,358.82,320.33,360.50,334.67,298.75,347.11,334.60,319.12,308.06,301.93,319.59,314.58,325.19,333.00,332.33,323.42,354.75
2021-07-31 22:00:42.563000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.95,240.95,239.15,255.81,256.57,261.53,240.30,255.31,258.84,240.70,260.24,248.88,,
2021-07-31 22:01:06.526000,L8,304.04,308.81,304.99,300.64,301.64,292.51,286.09,297.89,351.39,320.05,320.38,340.62,290.56,342.05,343.81,328.78,334.42,326.62,331.31,326.92,323.47,323.89,334.02,326.61,314.20,303.98,312.26,312.82,319.46,317.73,303.12,304.13,313.85,312.59,312.19,306.05,298.28,307.40,306.89,309.18,298.71,300.29,304.09,281.50
2021-08-25 21:55:03.924000,L8,,,,,,,,,,,,,,306.47,315.10,303.98,297.30,301.77,304.51,299.90,299.84,295.21,305.12,296.16,287.06,288.78,301.97,294.70,302.10,296.74,288.50,281.68,289.10,301.89,308.61,299.80,281.75,285.88,285.36,286.24,288.02,297.54,300.93,278.35
2021-09-01 22:00:53.143000,L8,301.18,317.77,320.81,305.37,317.07,320.16,342.39,354.22,372.43,362.04,357.97,353.30,309.24,354.12,357.30,339.98,331.74,324.35,333.95,333.50,328.98,324.00,324.85,335.61,333.39,316.25,322.71,309.69,312.75,311.88,304.45,294.60,314.37,325.35,316.27,306.03,295.51,299.55,297.78,302.89,311.91,312.05,315.57,345.07
2021-09-01 22:01:17.106000,L8,331.94,320.60,322.83,308.66,318.90,321.87,346.64,361.03,374.66,368.16,359.59,356.32,353.75,356.88,360.58,341.78,334.54,326.49,337.05,336.29,330.75,326.35,328.69,339.02,335.57,318.86,328.08,342.50,344.86,350.39,325.31,321.83,316.66,329.57,329.27,308.58,299.67,304.63,309.82,306.80,315.26,314.72,318.47,349.64
2021-09-10 21:55:08.693000,L8,318.53,315.84,309.37,303.65,303.49,322.88,337.21,350.02,368.95,352.59,359.63,345.05,296.06,342.02,340.80,327.77,327.37,321.52,320.08,322.54,323.30,319.70,321.29,319.26,310.92,310.51,324.65,330.42,329.66,332.93,314.56,310.85,307.51,313.74,317.17,306.17,302.03,310.98,304.07,296.43,300.95,298.96,301.57,319.86
2021-11-18 22:00:10.866000,L9,,,,,239.84,269.01,264.62,283.66,315.49,309.26,312.60,313.65,287.73,308.29,317.56,311.07,306.58,307.15,317.95,304.57,305.49,301.68,309.25,295.90,291.38,291.88,305.14,298.76,302.82,307.85,289.67,281.68,293.91,306.42,303.01,308.63,282.13,289.32,293.13,296.00,298.83,304.09,305.16,282.88
2021-11-18 22:00:34.762000,L9,276.85,252.71,258.72,256.17,244.35,270.28,267.38,285.40,317.94,311.06,313.95,315.33,289.56,310.02,319.01,312.32,308.12,309.81,320.29,306.59,307.19,303.37,310.51,297.36,292.99,295.74,306.70,300.67,304.33,309.07,291.17,282.77,296.89,308.13,304.49,309.58,283.75,291.29,295.44,297.77,300.11,305.41,306.37,284.11
2021-12-22 22:00:57.791000,L8,,,,,,,,,,,,,278.80,299.40,307.05,301.67,293.50,296.29,299.24,294.87,292.53,290.70,298.06,283.42,283.03,282.47,290.77,289.80,294.59,291.54,282.14,273.38,284.75,295.17,295.07,292.53,275.56,279.13,280.00,284.53,284.06,286.21,298.37,282.73
2021-12-22 22:01:21.754000,L8,,,,,,,,,297.85,297.14,306.69,305.66,282.27,301.73,310.47,305.14,295.36,298.15,300.89,296.61,294.86,292.62,299.94,288.60,285.22,284.47,292.87,292.27,296.82,293.78,283.49,275.28,286.70,297.34,296.42,294.41,277.72,281.05,283.03,287.41,287.91,288.95,301.65,283.85
2021-12-30 22:00:56.398000,L9,,,,,255.00,270.65,264.01,288.67,311.83,306.82,310.42,311.82,289.51,307.22,317.24,309.61,301.48,304.39,304.08,300.17,300.18,297.83,309.19,293.75,292.07,298.34,304.79,298.00,300.28,300.76,286.56,278.07,289.40,307.02,307.05,310.34,279.76,280.65,286.13,291.25,300.55,299.76,314.90,287.26
2021-12-30 22:01:20.361000,L9,,,,,,266.32,257.93,284.89,303.71,301.29,308.35,309.17,287.67,304.89,315.18,307.30,298.89,300.19,302.42,297.76,297.01,295.04,305.31,290.38,290.09,289.78,297.66,295.17,296.63,297.52,284.28,275.39,286.75,301.42,299.71,295.38,276.42,278.95,284.21,285.21,295.34,294.12,301.94,285.90
2022-01-07 22:00:53.698000,L8,290.02,300.95,292.61,285.91,268.93,287.56,286.36,296.69,328.35,320.75,318.64,322.44,330.69,341.10,329.56,320.09,309.86,317.48,319.11,308.71,308.40,316.48,312.25,310.78,303.66,308.89,310.58,330.77,309.36,318.29,316.49,284.34,297.42,313.61,307.39,299.66,295.54,310.60,314.00,301.61,293.20,295.87,303.82,300.88
2022-01-07 22:01:17.661000,L8,330.03,302.27,294.51,287.80,271.13,294.01,291.29,299.27,331.34,323.36,319.80,323.76,348.53,322.74,332.66,323.28,310.79,317.97,319.80,310.00,310.87,318.45,312.99,313.83,305.52,309.21,311.72,331.81,312.36,319.38,316.88,298.37,298.93,314.20,308.34,300.84,297.21,310.83,314.81,303.04,294.11,296.93,304.40,348.05
2022-01-08 21:55:07.682000,L9,,,,,258.14,271.28,273.69,290.36,315.69,311.10,314.48,316.04,298.28,313.87,325.80,332.88,319.30,322.12,320.66,319.88,321.76,328.78,319.76,334.47,325.07,316.45,321.55,333.70,337.26,329.30,313.93,305.42,317.13,316.69,316.33,303.89,303.13,303.53,315.84,303.19,302.01,300.37,305.53,298.83
2022-01-15 22:00:53.737000,L9,,,,,,266.02,260.34,282.44,301.33,300.67,308.58,310.77,,305.95,314.17,307.19,298.43,301.55,306.58,299.74,294.21,295.11,302.12,293.33,290.51,288.45,295.93,297.62,299.27,298.66,284.79,276.77,287.28,303.06,298.33,301.01,276.98,280.08,284.97,293.80,296.72,303.62,306.40,289.45
