dates,satname,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043,nzd0343-0013
2005-05-09 21:42:07.981000,L5,341.69,338.47,327.01,333.59,319.48,329.69,342.83,339.91,375.70,362.94,364.24,356.43,323.42,358.00,356.17,347.98,338.72,333.08,331.56,328.52,329.73,324.66,334.24,327.65,326.86,323.42,333.14,343.48,344.01,339.85,324.67,312.76,322.63,332.16,329.29,324.14,316.80,318.17,311.81,311.93,314.72,320.87,328.53,357.31
2005-05-25 21:42:16.127000,L5,329.47,326.96,313.49,314.13,310.97,310.40,337.16,334.78,364.85,348.74,350.78,357.60,302.57,344.37,340.61,336.87,329.61,326.19,322.16,318.84,318.58,313.95,329.01,327.68,317.33,316.19,327.47,313.60,330.48,326.66,311.63,302.29,314.44,325.70,311.23,304.00,301.45,310.18,302.46,305.40,298.15,309.96,314.82,346.31
2005-06-01 21:48:30.637000,L5,329.18,323.36,299.83,308.88,300.61,311.43,302.13,308.91,353.59,340.20,347.77,341.14,300.14,342.73,344.10,333.39,326.74,322.32,327.71,325.50,322.37,321.99,323.55,321.59,321.19,318.56,325.21,319.87,327.98,332.70,319.06,305.28,313.51,322.94,316.76,311.48,300.40,308.90,304.95,304.09,305.49,315.69,322.62,347.74
2005-06-10 21:42:24.190000,L5,322.96,311.49,303.96,309.58,298.88,309.21,325.42,322.75,362.34,340.58,346.32,329.71,290.42,340.77,345.07,323.66,319.58,324.97,322.70,321.45,324.41,317.61,324.26,320.72,311.75,310.79,323.68,326.21,325.64,324.44,311.49,306.57,309.88,318.98,318.01,300.21,294.37,303.79,300.01,297.23,297.08,307.27,315.16,336.86
2005-06-26 21:42:28.501000,L5,326.77,322.38,301.79,314.40,309.12,312.97,313.17,314.33,354.00,345.16,364.67,348.77,295.25,354.48,342.57,341.93,322.41,329.91,330.04,330.18,325.19,333.38,328.31,334.64,320.94,317.27,324.82,319.12,329.17,330.60,314.09,302.59,309.49,321.62,318.73,306.55,304.42,300.06,301.72,304.12,309.05,311.55,318.87,344.42
2005-07-12 21:42:35.336000,L5,318.76,325.03,295.53,310.86,296.18,306.22,321.56,312.72,352.70,335.25,345.56,331.08,283.51,338.58,342.63,329.48,321.15,323.96,324.07,322.34,319.43,311.95,313.05,313.25,311.80,307.18,316.03,307.23,326.59,319.58,310.05,296.62,310.98,316.95,306.86,303.91,294.12,301.19,296.05,300.38,294.29,299.34,307.71,343.95
2005-07-28 21:42:45.778000,L5,331.65,320.94,311.97,317.51,321.07,314.05,315.42,324.30,354.23,344.44,352.54,346.73,300.75,347.08,348.31,341.18,333.78,327.10,327.80,324.49,325.28,320.52,327.79,325.86,318.71,315.64,322.95,330.22,332.00,332.03,320.63,307.03,311.54,329.85,320.28,312.30,305.03,307.07,303.05,296.00,300.75,307.07,309.32,346.27
2005-08-13 21:42:53.446000,L5,,,,,,,,,,,,,,313.75,316.82,310.26,304.76,297.00,299.83,294.62,290.86,276.87,287.72,286.72,289.03,301.62,308.72,301.66,303.87,314.45,296.96,287.16,286.82,295.14,295.07,294.75,283.67,280.38,274.15,285.08,288.90,294.62,304.44,
2005-08-20 21:48:42.854000,L5,331.50,328.40,320.06,321.37,313.10,316.88,323.24,320.39,360.45,351.61,351.61,353.11,301.22,349.52,353.86,337.53,333.12,324.15,332.30,322.02,329.68,326.43,333.49,330.72,330.64,328.50,340.30,333.68,341.40,344.55,320.87,313.32,315.62,327.35,325.64,316.48,305.98,312.88,304.25,313.53,309.17,315.35,326.22,348.48
2005-08-29 21:42:58.794000,L5,332.91,326.72,303.53,317.99,300.65,310.83,320.03,309.46,358.41,345.46,347.21,337.77,296.46,341.86,345.35,339.52,329.41,329.35,341.83,332.93,321.10,325.04,330.42,327.62,321.10,332.46,328.26,329.38,336.73,338.80,328.54,316.58,322.41,332.45,331.56,322.14,309.01,315.95,309.68,304.88,305.20,311.72,320.25,345.11
2005-09-30 21:42:58.225000,L5,342.60,326.87,313.90,324.14,325.35,325.51,335.98,337.43,370.83,342.61,350.31,366.59,302.96,342.44,349.68,338.73,341.56,334.10,332.69,326.41,331.68,329.21,331.99,328.92,325.39,321.70,330.75,336.56,337.75,335.72,332.65,323.98,329.16,340.20,337.95,332.28,317.97,322.99,313.67,306.64,309.02,315.62,320.29,355.21
2005-11-08 21:48:52.559000,L5,339.46,324.33,317.08,320.33,313.31,316.22,313.56,313.87,359.69,341.25,341.73,341.97,313.57,346.44,354.66,339.49,335.75,339.39,336.14,321.50,314.85,313.95,320.84,317.99,311.20,310.74,328.42,335.34,333.73,335.37,322.15,314.40,324.66,330.87,330.49,321.37,302.13,305.51,300.52,300.77,299.11,302.86,311.60,352.36
2005-11-17 21:43:19.361000,L5,346.31,330.63,327.72,325.65,330.73,340.92,336.96,354.30,370.85,364.16,369.55,354.28,349.40,352.95,351.06,333.98,326.26,327.30,332.81,328.00,323.84,329.19,339.15,336.53,334.57,331.17,340.35,342.77,344.25,336.45,327.63,315.48,321.66,329.18,327.63,318.38,311.24,310.98,313.69,314.54,312.20,319.69,322.71,354.71
2006-01-20 21:44:49.210000,L5,,,,,,,,,,,,,,,,,268.08,270.61,293.70,284.81,275.51,276.81,287.15,281.64,282.45,288.65,300.82,296.91,299.36,300.30,291.71,283.40,295.26,304.34,299.88,291.22,278.94,280.93,281.77,280.39,280.47,285.30,287.92,
2006-01-27 21:51:10.462000,L5,,,,,,,,,,,,,,,,,281.82,288.97,305.04,298.07,282.09,279.81,295.20,282.46,276.97,289.04,302.26,297.80,300.01,303.30,297.07,292.72,307.76,321.27,313.79,308.03,287.87,289.83,285.53,287.10,289.80,291.20,294.56,
2006-02-05 21:45:11.980000,L5,,,,,,,,,,,,,,,,,,,273.32,280.10,259.68,261.96,277.41,264.58,261.34,268.26,282.59,284.05,276.78,284.59,282.78,278.99,295.24,304.65,301.51,296.58,277.42,276.85,275.54,279.77,276.44,279.61,282.70,
2006-02-12 21:51:08.090000,L5,,,,259.96,261.00,279.71,272.42,290.78,300.38,291.67,,,,,,,,,289.21,295.25,290.07,284.53,291.56,277.60,272.35,281.28,307.09,306.63,310.70,309.69,305.09,294.98,305.61,316.63,317.57,312.73,312.77,,,,,,,
2006-02-21 21:45:32.507000,L5,366.48,345.32,334.69,332.99,333.53,339.66,354.59,362.72,382.78,369.94,366.95,363.46,348.10,350.15,356.41,345.89,346.52,330.84,346.31,348.42,338.10,337.66,341.80,340.88,333.58,319.72,330.30,335.64,339.91,343.27,330.64,318.69,320.44,332.73,336.10,322.60,318.65,321.57,322.15,329.87,320.54,322.53,327.99,359.41
2006-02-28 21:51:28.213000,L5,355.96,345.43,329.23,330.48,331.99,337.26,342.95,357.40,380.37,375.30,368.58,371.35,347.55,351.43,355.29,348.55,347.22,343.52,340.22,343.73,349.83,335.50,341.55,335.70,337.91,324.29,336.70,343.86,346.69,339.72,332.07,318.29,324.29,335.65,335.27,331.59,322.90,326.70,317.09,319.54,330.21,327.03,329.91,361.72
2006-02-28 21:51:52.186000,L5,368.08,349.39,335.32,337.67,335.97,341.51,352.40,365.25,390.17,384.52,372.50,374.88,357.74,356.19,361.17,356.08,351.83,351.50,344.21,349.19,355.78,339.46,345.54,341.57,343.21,328.98,340.68,348.84,349.15,345.20,335.90,323.26,327.71,338.46,339.02,335.71,327.35,331.79,324.43,322.48,335.64,332.12,332.44,364.64
2006-03-09 21:45:52.499000,L5,368.58,348.88,338.04,332.02,338.70,348.22,,,,,381.82,383.51,354.32,360.64,361.44,367.11,346.94,351.31,335.45,360.81,355.13,357.14,348.90,348.38,343.32,332.62,342.66,344.47,346.31,341.78,335.29,334.83,335.26,345.61,340.63,339.32,338.38,334.26,325.68,329.07,330.28,327.49,329.28,362.64
2006-04-26 21:46:44.812000,L5,341.64,333.49,322.63,318.76,318.30,321.19,336.50,330.49,374.74,355.14,363.93,351.62,317.33,345.35,347.96,337.82,327.74,331.26,336.25,331.99,329.18,333.88,335.50,334.61,319.46,323.91,338.48,341.89,340.92,347.47,327.29,315.34,327.57,342.12,336.03,327.16,314.92,320.56,319.53,313.24,320.07,321.57,331.02,355.78
2006-06-13 21:47:25.691000,L5,310.74,313.05,309.06,301.25,302.16,305.44,306.34,308.38,343.92,330.17,340.18,330.30,282.40,333.41,336.17,333.95,326.84,325.62,328.14,331.46,330.20,325.13,324.34,314.37,301.89,306.69,315.21,310.59,319.41,322.25,308.59,308.32,316.09,326.19,310.37,301.91,295.64,307.36,300.77,304.19,301.98,306.37,314.60,335.31
2006-06-29 21:47:40.526000,L5,,,,,,,,,,,,,,,,,,,,,,250.12,261.72,257.13,247.22,262.98,272.01,259.68,257.65,274.90,269.28,272.95,278.07,289.85,287.99,278.30,263.61,272.83,269.76,263.11,266.16,279.83,288.92,
2006-07-15 21:47:54.076000,L5,326.85,320.87,310.04,305.45,307.60,325.41,333.65,344.29,352.85,356.31,351.72,357.43,301.70,342.18,343.48,337.77,337.18,331.14,331.60,326.65,324.21,319.62,330.42,328.19,328.52,313.78,325.31,329.59,326.43,329.10,310.03,307.48,311.63,325.60,320.86,310.91,311.88,310.86,312.89,310.77,310.92,312.38,324.28,356.25
2006-07-22 21:53:46.375000,L5,323.06,317.83,307.24,308.45,301.87,304.48,309.60,305.63,340.76,339.78,348.52,336.83,284.00,346.93,350.33,343.59,328.17,330.91,336.28,328.82,326.49,324.03,324.28,320.90,328.82,321.72,325.37,323.47,330.38,329.92,319.64,306.45,314.62,327.88,318.14,314.75,305.62,309.39,316.45,308.73,307.13,317.92,326.68,335.89
2006-08-23 21:54:11.272000,L5,335.64,319.02,309.43,319.33,311.02,313.65,318.09,313.05,367.61,336.47,343.33,349.52,290.32,359.18,356.16,349.48,331.82,322.78,328.70,321.25,326.75,327.94,331.34,330.56,330.82,326.59,335.40,338.33,341.51,339.72,324.22,320.69,322.93,326.12,324.15,314.15,304.55,308.19,307.10,302.46,305.12,314.35,322.24,311.23
2006-08-23 21:54:35.388000,L5,338.71,325.84,312.45,321.80,310.27,317.53,325.13,321.95,369.70,340.37,342.73,352.37,289.68,358.93,356.74,352.39,333.19,324.48,328.45,322.48,328.73,330.49,333.01,333.33,333.99,328.77,337.67,340.72,341.82,339.83,322.96,320.28,324.31,328.23,324.80,315.90,306.21,309.71,307.91,303.77,304.66,315.25,322.90,347.83
2006-09-01 21:48:31.320000,L5,337.54,330.88,321.33,322.95,326.78,332.47,327.57,355.26,366.52,354.54,345.06,352.84,287.71,349.02,352.23,351.06,348.16,328.80,333.95,333.09,338.14,327.15,337.07,335.76,326.38,318.57,330.61,332.07,336.26,336.34,328.39,318.11,320.65,331.08,328.64,319.84,311.64,311.82,313.48,310.44,305.80,309.40,318.69,349.68
2006-09-17 21:48:42.941000,L5,314.81,308.21,296.39,300.31,288.23,301.38,295.07,305.91,356.26,333.06,335.68,332.70,284.79,336.85,338.72,329.91,320.14,325.58,327.63,321.99,322.60,324.07,328.21,318.21,316.35,311.11,322.71,322.26,322.88,326.07,316.89,302.69,316.48,328.02,321.84,317.50,304.81,306.47,305.30,306.51,306.14,309.92,315.76,330.80
2006-10-10 21:54:44.695000,L5,331.36,322.84,318.51,318.98,311.75,315.45,318.21,312.74,356.87,340.22,343.53,335.69,294.04,342.91,355.00,337.47,333.74,333.79,331.32,333.15,310.92,314.41,318.11,314.55,309.84,308.75,319.01,324.92,330.92,332.93,321.67,316.33,321.16,333.51,328.40,320.81,308.89,303.66,299.86,299.90,298.99,304.24,311.53,329.97
2006-10-10 21:55:08.811000,L5,332.52,325.20,321.99,323.37,314.99,317.69,321.47,315.95,356.89,339.97,347.92,336.88,297.60,344.11,356.72,339.12,335.81,333.64,332.19,333.44,313.51,314.92,319.06,315.88,311.38,309.26,320.41,326.16,332.42,335.17,323.74,318.28,322.50,334.90,330.60,322.97,311.79,306.24,301.87,300.71,299.95,306.09,312.35,331.08
2006-11-20 21:49:20.699000,L5,344.38,328.48,324.85,316.18,317.83,322.77,328.52,332.26,367.59,349.59,352.98,368.01,314.72,362.20,351.08,337.02,332.64,334.38,330.24,324.91,325.73,332.10,340.77,329.68,331.46,328.79,362.12,,,,,,,,,,,,317.37,311.24,311.59,318.40,329.23,360.88
2006-11-27 21:55:35.233000,L5,,,,346.98,357.73,359.65,375.30,379.32,393.77,386.14,392.88,376.34,384.51,357.25,365.98,355.74,338.98,341.01,347.77,339.29,343.56,338.67,344.86,332.61,323.37,315.48,328.18,336.95,339.60,337.27,329.15,316.67,327.90,337.32,343.65,334.46,327.33,328.91,332.22,326.53,323.06,322.70,326.09,373.98
2006-12-06 21:49:29.117000,L5,288.12,280.55,262.53,265.27,258.75,276.86,274.81,290.01,316.75,313.11,324.28,327.39,287.18,327.53,329.68,320.23,315.40,303.09,311.10,307.75,303.22,309.87,309.57,293.48,304.04,309.75,317.75,317.63,319.03,322.56,312.64,302.02,314.63,327.88,317.71,309.17,292.43,293.32,297.25,296.13,294.39,301.32,305.59,324.57
2007-01-30 21:56:00.553000,L5,313.97,307.65,308.39,310.04,294.43,298.10,297.24,308.68,354.68,338.78,343.45,341.92,300.54,334.97,330.80,318.93,311.58,310.93,322.89,314.98,321.76,324.96,334.18,325.97,329.61,328.53,335.60,334.21,326.89,331.19,316.88,304.43,318.34,328.63,331.61,320.76,306.07,310.53,315.47,311.15,314.79,320.42,323.07,346.25
2007-02-08 21:49:50.615000,L5,353.30,340.87,328.90,328.70,329.33,331.83,344.78,355.20,381.80,371.72,361.83,369.49,322.28,347.69,350.42,339.55,325.62,322.14,320.49,321.14,326.42,333.56,332.06,332.22,336.92,323.99,332.42,339.98,335.21,337.92,323.23,308.86,316.44,327.85,330.27,320.09,309.08,310.50,314.21,309.86,311.40,316.81,323.26,357.51
2011-01-09 21:50:58.806000,L5,,,,,,,,,,,,,,,,,,,291.45,290.65,281.42,287.99,296.55,284.75,280.13,288.48,298.77,292.75,286.31,286.86,289.15,284.55,299.94,308.67,309.97,297.95,287.87,289.22,301.41,301.23,303.80,301.75,307.31,
2011-01-25 21:50:35.036000,L5,,,,,,,,,,,,,,,,,259.42,290.93,295.27,292.90,283.17,285.79,292.06,280.20,282.57,291.37,300.85,302.42,292.90,298.13,293.14,284.58,298.68,303.73,296.82,288.27,273.28,277.37,279.65,280.14,279.27,278.62,286.50,
2011-10-24 21:48:35.845000,L5,,267.46,265.28,265.33,267.20,280.41,279.57,295.30,328.04,324.57,318.32,314.26,283.76,317.41,324.30,314.13,319.70,318.76,324.39,321.24,317.55,318.92,318.59,288.70,292.79,297.18,305.36,301.39,309.02,305.16,295.02,292.91,309.71,318.70,321.28,315.77,299.08,301.80,306.17,308.30,304.64,305.60,312.27,273.59
2013-06-07 22:02:40.903000,L8,,,,,,266.76,269.06,285.38,315.01,315.02,310.84,323.48,279.88,308.11,322.76,306.66,302.12,302.68,306.63,300.59,300.65,295.63,305.46,296.75,287.73,292.81,310.17,302.70,298.89,291.94,300.34,293.70,297.49,309.96,307.53,299.18,287.17,288.04,285.59,282.58,289.60,302.07,311.34,295.56
2013-06-23 22:02:34.637000,L8,363.25,327.25,315.06,322.82,321.09,328.29,344.41,363.65,381.42,381.48,376.98,364.15,291.08,383.56,386.94,382.41,373.07,341.38,333.82,337.88,355.56,344.35,346.23,364.02,348.14,333.50,353.34,367.62,319.24,341.33,312.53,354.36,345.24,333.22,319.37,307.60,297.86,327.75,319.79,314.66,312.09,312.07,326.42,357.30
2013-07-25 22:02:37.865000,L8,300.43,320.69,315.17,315.95,320.92,319.23,330.54,357.35,365.39,357.97,312.38,351.22,276.63,341.45,343.93,339.86,331.79,323.87,329.58,326.77,326.90,322.68,327.99,334.13,325.30,315.27,323.43,326.14,330.77,327.66,307.67,300.44,308.00,311.34,313.64,298.07,294.60,293.31,306.65,298.12,306.04,298.69,307.78,334.27
2013-07-25 22:03:01.828000,L8,299.38,320.08,310.72,315.20,319.40,289.45,292.08,336.64,365.41,321.54,311.25,345.98,274.39,319.76,344.11,340.41,331.42,324.79,329.44,326.58,326.52,322.57,327.63,333.09,323.82,315.01,322.92,325.27,314.82,326.80,306.51,299.51,307.03,310.64,313.18,297.92,294.10,292.93,304.67,297.51,304.91,298.09,307.35,332.93
2013-10-29 22:02:22.230000,L8,279.68,259.36,252.98,263.28,242.18,270.53,262.38,282.37,312.42,308.62,310.91,312.61,286.01,310.55,321.15,309.66,301.35,301.25,306.26,301.23,302.96,302.15,308.05,291.21,289.45,290.15,304.44,296.38,302.25,302.26,291.98,285.99,292.46,296.99,302.77,295.41,277.24,281.21,281.55,283.04,283.15,289.01,315.23,301.41
2013-10-29 22:02:46.185000,L8,279.97,262.05,253.53,263.75,242.23,270.87,262.90,283.41,312.95,309.45,311.75,313.16,286.72,311.29,321.57,310.01,302.00,301.74,306.50,301.72,303.56,302.85,308.38,291.76,289.83,290.61,305.24,296.72,302.98,302.99,292.43,286.58,293.47,297.52,303.29,296.09,277.95,281.89,282.36,283.65,283.84,289.40,315.48,301.43
2013-11-14 22:02:21.400000,L8,277.84,254.59,249.83,260.15,243.12,271.15,263.23,284.16,310.04,309.05,312.96,313.05,280.27,309.62,318.31,307.59,299.85,301.76,306.58,302.23,301.78,300.76,305.46,290.02,288.96,291.76,304.16,295.52,304.19,302.95,290.94,283.45,294.11,297.05,305.47,300.24,277.43,280.47,282.76,291.38,301.71,302.42,311.51,297.85
2013-11-14 22:02:45.355000,L8,277.62,254.56,249.88,260.27,243.75,271.05,263.21,283.96,309.95,309.06,312.94,313.05,280.01,309.57,318.31,307.60,299.93,301.67,306.61,302.18,301.51,300.85,305.42,289.98,289.00,291.77,304.07,295.54,304.06,302.94,290.90,283.32,294.05,297.00,305.58,300.27,277.36,280.52,282.73,291.01,301.77,302.54,311.35,297.75
2013-11-30 22:02:16.559000,L8,,,,,,,,,,,,,,300.37,310.59,294.67,290.75,294.47,305.84,299.68,297.35,298.58,303.31,289.88,287.53,290.62,301.98,296.03,298.99,299.20,290.57,283.86,294.28,300.47,303.94,299.28,278.54,284.00,285.86,293.76,296.83,300.75,303.73,291.76
2013-11-30 22:02:40.518000,L8,285.25,277.50,264.43,263.49,249.99,273.31,266.70,286.83,312.65,306.44,315.89,314.49,281.53,308.19,317.49,306.54,298.59,299.68,313.00,305.90,305.26,305.97,309.13,296.09,291.58,297.35,309.66,302.06,304.85,308.71,296.01,293.23,303.68,309.80,313.09,306.31,283.56,289.78,293.91,307.83,303.89,308.65,315.18,311.30
2013-12-09 21:56:28.323000,L8,,,,,,,,,,,,,,305.41,316.37,305.10,295.62,298.01,306.51,300.15,298.86,302.33,303.22,289.33,292.46,289.41,301.31,296.52,298.90,300.89,289.44,280.82,291.46,295.53,298.14,296.68,274.85,278.97,284.40,287.27,303.21,298.21,308.43,304.90
2013-12-16 22:02:09.908000,L8,,,,,,,,,,,,,,,,,281.79,288.56,298.09,295.93,290.36,288.44,296.99,280.29,279.32,286.04,293.93,290.53,294.96,293.57,290.12,284.02,290.16,294.43,301.33,,,,,,,,,
2014-02-18 22:01:51.922000,L8,,,,,,268.16,260.80,286.38,313.04,308.12,311.26,316.23,282.85,309.47,318.69,308.32,297.77,299.26,306.27,302.32,300.96,300.23,304.69,291.48,289.10,292.12,302.57,294.70,294.07,288.71,284.14,276.72,287.51,290.38,295.42,288.65,270.27,275.12,277.74,279.02,283.60,289.33,306.26,313.13
2014-03-06 22:01:13.234000,L8,332.27,313.02,302.01,317.98,310.15,311.35,318.18,293.48,346.98,344.88,316.94,340.72,289.46,315.78,325.09,321.16,307.34,328.63,327.80,326.34,318.49,318.92,317.14,323.47,312.74,294.13,320.69,319.43,321.20,316.24,315.82,307.46,304.10,305.98,307.74,302.26,297.57,296.24,295.19,295.24,295.59,291.19,300.72,318.32
2014-03-06 22:01:37.193000,L8,330.91,311.68,297.97,317.60,265.30,273.18,296.03,290.12,343.52,315.16,314.82,339.58,288.00,313.47,322.68,312.50,303.86,327.90,326.51,325.66,314.18,314.85,314.00,298.14,311.40,294.07,320.69,315.63,319.89,314.33,315.19,306.42,303.27,305.04,307.30,301.76,296.90,295.20,294.04,294.52,295.41,290.93,300.25,313.50
2014-04-23 22:00:54.879000,L8,334.53,315.20,310.08,305.16,306.58,315.97,328.44,352.48,371.03,358.59,369.37,363.34,366.09,369.83,376.59,363.05,349.81,342.00,340.55,338.48,342.89,334.85,337.30,342.85,338.99,,,347.71,340.25,344.52,326.21,322.49,321.71,330.12,321.34,318.16,314.51,317.38,324.51,338.51,327.68,325.07,328.22,367.39
2014-05-18 21:54:23.552000,L8,330.19,312.84,296.80,304.98,307.57,316.88,327.28,333.73,364.46,349.86,354.85,348.41,294.05,357.36,341.43,351.91,350.60,334.86,331.67,323.04,334.91,326.66,326.77,323.26,321.57,313.20,328.15,314.68,325.82,333.06,316.52,302.69,312.86,315.22,315.87,303.42,298.02,298.25,300.82,304.50,309.82,312.67,310.40,329.28
2014-05-25 22:00:10.718000,L8,298.19,309.72,302.63,299.14,298.76,304.54,305.93,303.15,354.45,329.90,326.82,333.30,286.33,326.49,334.20,326.26,316.95,320.24,327.97,319.13,318.01,320.09,322.40,309.14,298.24,300.45,313.90,307.78,308.04,308.35,306.59,299.98,305.04,312.80,313.55,304.74,291.70,300.11,299.52,300.48,308.75,309.60,307.27,302.97
2014-05-25 22:00:34.672000,L8,301.17,313.21,304.69,303.25,303.21,310.84,320.64,310.02,364.17,338.83,331.88,338.33,289.56,335.18,341.74,337.34,324.64,326.66,333.44,326.50,325.76,327.66,331.53,319.35,308.81,310.49,323.44,314.87,316.73,325.23,317.72,310.24,313.36,321.16,319.09,310.97,301.07,319.59,317.68,320.22,323.08,320.20,311.83,321.95
2014-06-19 21:54:35.268000,L8,310.24,315.82,302.74,295.70,300.53,311.41,321.52,349.39,367.47,356.70,352.16,347.61,295.02,348.17,351.10,340.42,337.56,337.10,329.83,329.55,336.26,321.28,325.34,319.48,305.74,299.60,315.19,320.00,316.20,310.82,307.43,299.02,298.85,310.53,312.41,301.98,295.74,296.09,301.12,305.89,292.08,293.25,301.14,346.64
2014-07-05 21:54:41.613000,L8,314.22,308.02,297.89,304.16,305.17,321.37,342.18,357.43,365.37,351.23,332.15,338.70,292.54,348.54,353.20,345.72,336.55,327.66,329.76,332.64,325.88,327.99,330.62,320.28,309.10,303.99,315.62,316.55,315.91,340.76,310.50,302.45,307.19,310.77,310.59,306.23,299.45,297.20,302.16,293.24,299.67,300.46,309.10,346.24
2014-08-13 22:00:42.730000,L8,327.98,319.58,307.77,306.47,317.93,311.73,327.70,348.49,363.20,352.10,350.43,345.68,323.98,354.85,354.70,346.36,338.23,330.52,324.51,330.01,329.73,320.00,336.36,323.69,308.34,309.93,326.48,327.45,320.28,325.74,307.88,311.57,311.13,321.93,314.77,304.11,308.96,328.42,300.32,304.12,304.30,303.45,306.13,317.36
2014-08-13 22:01:06.684000,L8,327.10,319.51,307.50,306.47,317.48,311.29,328.09,342.95,363.36,351.82,350.32,345.70,324.21,354.53,354.72,346.59,339.14,330.98,325.50,330.68,330.15,320.12,336.94,323.78,308.51,309.96,326.39,327.52,320.36,325.96,307.80,311.53,311.34,321.79,314.68,303.90,308.99,328.46,299.36,304.05,304.33,303.46,306.18,317.80
2014-09-07 21:55:00.661000,L8,,248.97,242.37,258.58,242.12,269.78,264.77,284.98,315.22,308.64,308.17,310.71,272.54,310.93,317.91,306.00,296.62,298.50,303.77,299.14,299.92,300.58,306.70,295.82,291.39,300.13,312.06,299.74,302.68,301.42,294.68,294.43,300.36,306.68,309.36,300.35,283.22,289.17,291.64,292.71,302.16,309.78,311.29,282.28
2014-11-01 22:00:50.529000,L8,,,,,,266.67,256.89,279.52,307.69,304.89,308.48,307.50,278.02,309.45,317.53,308.23,298.93,300.77,305.88,301.41,299.52,302.17,305.26,282.74,286.53,294.07,307.99,292.96,298.80,295.26,290.05,283.46,290.23,295.51,303.20,302.79,276.63,281.34,284.41,285.59,299.01,303.73,302.50,282.83
2014-11-01 22:01:14.483000,L8,,251.64,248.60,257.75,242.57,270.03,262.16,284.08,314.89,309.77,312.37,312.45,280.12,313.07,320.78,311.74,306.33,307.53,313.85,305.69,305.23,307.31,309.63,289.89,290.73,300.74,317.21,296.70,302.09,299.95,292.73,287.94,298.23,304.56,320.78,307.46,280.30,284.99,287.91,289.87,302.80,305.59,303.92,296.20
2014-11-17 22:00:50.637000,L8,280.37,275.19,250.88,272.68,262.76,272.76,272.07,287.99,327.51,315.20,315.26,318.65,282.23,314.42,321.93,313.30,307.28,327.06,315.20,307.89,316.00,313.57,309.63,292.37,291.76,307.41,317.44,298.33,304.33,304.88,293.62,287.39,313.86,311.89,316.88,308.75,279.30,285.69,286.95,301.92,301.46,295.22,308.11,304.18
2014-11-17 22:01:14.600000,L8,280.26,275.27,250.97,272.16,263.15,272.75,272.17,288.30,327.61,315.60,315.47,318.78,282.41,314.80,322.14,313.49,307.54,327.89,315.91,308.14,316.00,314.22,309.61,292.64,292.30,308.33,317.40,298.64,304.45,305.67,293.75,287.50,313.99,312.11,317.06,308.64,279.54,285.93,287.20,302.16,301.80,295.25,308.27,304.62
2015-01-04 22:00:41.874000,L8,285.96,289.89,271.41,279.46,265.88,274.69,277.77,291.66,328.01,313.64,316.98,317.12,279.67,313.82,321.84,314.26,307.86,311.73,322.36,305.54,312.72,328.38,323.42,296.62,324.91,313.97,328.02,303.50,305.13,308.35,296.58,291.79,323.96,331.18,329.60,318.06,284.45,287.07,288.84,314.44,318.09,311.70,319.20,315.78
2015-01-04 22:01:05.828000,L8,285.84,289.61,271.24,278.11,265.93,273.83,278.18,291.38,327.30,313.41,316.60,316.73,278.13,313.44,321.61,314.04,308.02,312.01,323.47,305.18,312.17,328.51,323.46,296.50,324.50,313.66,327.07,303.23,304.89,308.05,296.38,290.86,322.16,330.34,328.36,317.14,283.60,286.67,288.38,313.88,317.38,311.37,318.86,315.78
2015-03-09 22:00:18.465000,L8,281.42,286.89,250.53,285.27,264.08,270.35,274.11,289.02,333.80,315.60,309.43,321.80,281.17,317.23,322.85,315.14,304.48,314.42,311.95,304.99,298.29,305.46,311.24,296.84,292.07,315.47,309.95,337.94,307.16,306.72,294.87,302.80,315.75,325.85,321.43,299.91,277.53,280.43,301.31,299.80,303.36,305.91,298.82,319.17
2015-03-09 22:00:42.428000,L8,,,,,,267.49,263.35,285.03,312.38,307.16,307.05,316.45,275.41,310.94,318.83,311.03,299.22,303.87,308.18,301.73,296.34,300.88,306.02,294.32,287.40,291.91,308.33,299.07,303.28,302.78,292.96,289.71,285.98,297.31,320.36,298.21,274.85,278.32,277.87,280.49,302.19,304.53,294.08,314.87
2015-04-19 21:54:14.629000,L8,,,,,,269.71,265.78,288.55,316.35,311.53,311.77,317.41,281.16,310.74,322.35,321.68,306.84,317.49,326.36,303.82,302.68,302.82,310.54,301.29,287.29,299.71,316.97,299.75,304.35,303.92,298.52,293.82,296.42,310.27,311.34,301.42,283.05,288.02,288.87,289.46,295.64,298.34,306.62,
