dates,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0013,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043
2013-11-30 22:02:16+00:00,297.2716666666667,286.3566666666666,281.072,294.396,283.694,295.248,293.424,291.525,332.62,318.0,318.6,324.195,291.218,325.53000000000003,317.9675,329.962,319.13599999999997,312.078,317.18,316.92400000000004,309.812,309.71999999999997,311.625,318.67,309.1766666666667,301.6116666666667,299.598,310.384,306.98999999999995,310.904,312.076,296.37,287.67,295.6066666666666,301.28333333333336,305.71999999999997,297.79,286.838,291.41,289.6275,288.54,293.32,298.33666666666664,304.93
2013-12-09 21:56:28+00:00,296.12600000000003,276.425,268.806,282.772,267.81,284.7,280.822,286.765,317.71000000000004,311.9375,316.5675,317.0575,285.9,319.186,313.89,326.97799999999995,313.988,307.678,312.505,314.77,308.156,307.15,310.94,316.31166666666667,304.4683333333333,300.2816666666667,297.322,306.438,303.82399999999996,307.474,309.326,294.3325,286.03999999999996,294.45,299.5675,304.1175,296.4566666666667,282.85,289.08833333333337,287.125,287.94000000000005,291.21,296.565,299.75
2014-02-18 22:01:51+00:00,290.14750000000004,271.44,257.354,272.53599999999994,256.97799999999995,273.704,266.73400000000004,287.102,322.598,313.07599999999996,317.124,318.332,285.396,314.52599999999995,315.012,324.37,311.778,304.37399999999997,304.758,310.71000000000004,305.748,304.13,305.83000000000004,309.224,295.38800000000003,296.934,295.19800000000004,305.53999999999996,300.142,303.85,305.576,293.36,284.768,293.866,298.482,302.974,295.21500000000003,278.43399999999997,283.53599999999994,286.358,287.074,290.488,296.104,299.75
2014-03-06 22:01:37+00:00,290.14750000000004,271.44,257.354,272.53599999999994,256.97799999999995,273.704,266.73400000000004,287.102,322.598,313.07599999999996,323.45166666666665,324.08166666666665,285.396,320.96166666666664,315.012,328.66,317.4483333333333,306.6066666666666,310.34999999999997,315.23333333333335,311.035,308.00000000000006,310.36333333333334,311.7383333333333,301.665,300.7766666666667,296.49,305.53999999999996,303.6766666666667,307.715,305.576,293.36,284.768,293.866,298.482,302.974,295.21500000000003,278.43399999999997,287.23499999999996,289.1333333333333,287.074,290.488,296.104,302.55333333333334
2014-05-18 21:54:23+00:00,292.56333333333333,260.55333333333334,256.57666666666665,263.21,254.72250000000003,272.1625,270.43,287.7575,320.6133333333333,321.8075,326.095,328.322,283.8825,324.99799999999993,315.7925,331.26599999999996,319.456,308.344,312.51,317.754,313.116,310.04200000000003,312.604,314.84,306.026,305.588,298.9,304.1766666666667,306.03200000000004,308.93600000000004,302.6666666666667,291.3500000000001,282.8233333333333,292.82,297.2033333333334,301.21,292.64000000000004,282.565,291.134,292.468,289.47,290.7875,295.3533333333333,302.55333333333334
2014-06-19 21:54:35+00:00,297.32666666666665,251.5,251.61,262.88,266.68000000000006,275.29,277.005,292.205,342.15,336.845,337.22,342.925,293.52666666666664,339.53999999999996,321.22,343.925,334.41249999999997,317.8775,326.22249999999997,326.37250000000006,324.9475,323.70500000000004,319.8825,323.32500000000005,317.6125,312.5875,303.1325,313.975,314.92,317.15,307.11,301.29,279.68,291.53,294.14,298.4,291.49,287.20000000000005,297.185,295.98333333333335,289.33000000000004,292.9866666666667,294.26,306.31500000000005
2014-07-05 21:54:41+00:00,299.09499999999997,251.5,251.61,262.88,266.68000000000006,275.29,277.005,292.205,342.15,336.845,332.51,343.786,293.7375,338.748,323.38,346.242,332.21999999999997,318.288,326.706,324.36800000000005,323.246,322.846,318.95799999999997,322.394,316.76000000000005,311.718,303.82,313.975,316.312,316.5,309.83666666666664,305.03000000000003,279.68,291.53,294.14,298.4,291.49,290.40000000000003,297.114,298.0125,291.25333333333333,292.9866666666667,294.26,306.31500000000005
2014-08-13 22:01:06+00:00,298.53,251.5,251.61,262.88,266.68000000000006,276.25666666666666,277.005,292.72666666666663,342.15,336.845,333.9975,343.786,293.7375,338.748,323.38,346.242,332.07666666666665,318.288,326.706,326.4616666666667,325.83666666666664,322.846,319.36833333333334,325.3516666666667,316.8883333333333,310.96,303.82,313.975,316.59666666666664,316.5,309.83666666666664,305.03000000000003,279.68,291.53,294.14,298.4,291.49,290.40000000000003,297.114,298.0125,291.25333333333333,292.9866666666667,294.26,306.31500000000005
2014-09-07 21:55:00+00:00,298.88399999999996,255.52,249.09,288.45,266.86,276.0966666666667,278.5,292.95666666666665,321.46,334.40999999999997,324.9433333333333,339.555,290.2475,333.8725,322.27666666666664,344.365,328.24,317.4175,322.8625,323.37800000000004,322.694,321.03,316.37,325.556,313.97,309.114,305.54,315.73,316.00600000000003,315.86,313.23333333333335,307.25,295.26,300.84,306.78,,,293.9466666666667,298.0125,300.43666666666667,294.23333333333335,295.67999999999995,,304.47
2014-11-17 22:00:50+00:00,296.19199999999995,267.90500000000003,251.22,284.85,265.48,275.5466666666667,269.84000000000003,290.8233333333333,325.78999999999996,315.07,322.8825,335.53499999999997,289.28,330.78249999999997,320.6166666666666,341.55999999999995,326.944,316.1575,325.56666666666666,323.866,321.40199999999993,319.065,315.69,322.48400000000004,309.93399999999997,304.978,303.40999999999997,312.94666666666666,313.302,313.3425,311.61,304.2925,290.83500000000004,296.75,303.79999999999995,,,286.76,293.4125,295.48333333333335,293.82500000000005,295.9,,304.47
2015-01-04 22:00:41+00:00,291.9325,278.82,264.24666666666667,286.73,270.79,278.9275,280.9066666666667,293.5875,330.82,318.8566666666666,323.145,319.40666666666664,284.68,317.95,318.50666666666666,326.0566666666667,320.14750000000004,308.73,305.61,319.8025,313.9475,305.40333333333336,311.375,319.4875,304.225,300.755,300.77,308.675,306.015,308.1033333333333,308.8833333333333,297.52,291.1466666666667,296.31666666666666,305.0466666666667,,297.64,283.39000000000004,288.34000000000003,291.1333333333334,291.385,,,
2015-03-09 22:00:42+00:00,291.345,290.47,271.825,285.87,274.6600000000001,281.98,286.44500000000005,295.71999999999997,335.5,321.905,320.41999999999996,321.335,288.52,318.64,319.66499999999996,326.96,318.45500000000004,311.225,307.73,322.23,306.74,306.09000000000003,317.75,313.34000000000003,313.98333333333335,299.16499999999996,299.17,307.38,303.275,308.44499999999994,309.925,298.215,289.09000000000003,294.05500000000006,304.18,,297.64,282.755,286.79,288.9200000000001,290.22,,,314.83
2015-04-19 21:54:14+00:00,293.2966666666667,290.47,266.92333333333335,287.7033333333333,271.7866666666667,279.51666666666665,282.1933333333334,295.00333333333333,334.04999999999995,321.20666666666665,319.62666666666667,321.9,288.0833333333333,314.45666666666665,319.13333333333327,326.96,318.45500000000004,311.0466666666667,311.35,323.1575,307.33666666666664,306.4666666666667,315.305,314.04,312.26500000000004,298.1533333333333,299.17,307.38,302.72,309.02666666666664,310.7266666666667,299.1366666666667,291.3966666666667,295.25,304.18,,297.64,283.58,288.0133333333333,289.8,291.04,292.43,,314.83
2015-05-12 21:59:40+00:00,295.7125,290.47,266.92333333333335,287.7033333333333,271.7866666666667,279.51666666666665,282.1933333333334,295.00333333333333,334.04999999999995,323.55,320.1375,321.9,287.145,314.45666666666665,319.13333333333327,326.96,318.45500000000004,311.0466666666667,311.35,323.1575,307.33666666666664,313.8675,317.344,317.0675,315.7,303.315,299.17,307.38,302.72,309.02666666666664,310.7266666666667,302.0025,291.3966666666667,295.25,304.18,,301.51,287.225,288.0133333333333,289.8,291.04,292.43,,314.83
2015-05-28 22:00:07+00:00,300.89250000000004,300.65,273.71000000000004,290.92999999999995,286.1566666666667,281.83,288.365,302.7,346.82666666666665,325.6066666666667,321.2833333333333,322.78,283.9525,314.89,319.71999999999997,328.28,319.35,316.6666666666667,311.35,323.8633333333334,307.695,317.615,319.1675,321.84250000000003,322.202,307.5625,,,307.8533333333333,312.41,315.0933333333333,304.19666666666666,293.89,296.54499999999996,311.53,,301.51,290.0266666666667,289.68499999999995,291.305,291.04,292.43,,314.83
2015-06-06 21:54:04+00:00,302.73400000000004,300.65,273.71000000000004,290.92999999999995,286.1566666666667,285.84,288.365,302.7,346.82666666666665,325.6066666666667,321.2833333333333,322.78,286.2,314.89,319.71999999999997,328.28,319.35,316.6666666666667,311.35,322.64750000000004,314.8933333333334,317.615,319.1675,322.824,322.202,307.5625,,,312.0125,312.41,315.0933333333333,304.19666666666666,293.89,296.54499999999996,311.53,,301.51,290.0266666666667,289.68499999999995,291.305,291.04,292.43,,314.83
2015-06-13 21:59:55+00:00,302.73400000000004,300.65,273.71000000000004,290.92999999999995,286.1566666666667,285.84,288.365,302.7,346.82666666666665,325.6066666666667,321.2833333333333,322.78,286.2,314.89,319.71999999999997,328.28,319.35,316.6666666666667,311.35,322.64750000000004,314.8933333333334,319.424,320.496,322.824,322.44666666666666,308.986,,,313.05,313.6925,315.34,304.19666666666666,293.89,296.54499999999996,311.53,,301.51,290.0266666666667,289.68499999999995,291.305,291.04,292.43,,314.83
2015-06-29 22:00:02+00:00,302.73400000000004,300.65,273.71000000000004,290.92999999999995,290.7325,292.9625,288.365,302.7,346.82666666666665,325.6066666666667,321.2833333333333,322.78,286.10999999999996,314.89,319.71999999999997,328.28,321.565,317.565,311.35,322.64750000000004,313.725,319.424,319.955,322.86,321.5314285714286,310.1616666666667,,,313.05,313.6925,315.34,304.19666666666666,293.89,296.54499999999996,311.53,,301.51,290.0266666666667,289.68499999999995,291.305,291.04,292.43,,314.83
2015-08-16 22:00:22+00:00,302.492,293.49,272.15999999999997,291.37,286.66999999999996,289.6725,279.675,299.0266666666667,349.90333333333336,325.2033333333334,318.15000000000003,328.32,280.505,306.09,318.07,,323.78,319.2966666666667,314.97,325.8733333333334,316.0133333333334,322.71,319.77333333333337,324.446,323.1171428571429,311.58,,,314.455,315.1066666666666,316.0833333333333,305.78999999999996,296.01,297.64,315.52,,305.38,291.69500000000005,290.46,291.56,291.86,292.43,,314.83
2015-08-25 21:54:39+00:00,302.25666666666666,294.98,272.15999999999997,297.49,284.04200000000003,289.246,286.02333333333337,298.5325,350.49,328.05,320.69500000000005,331.0133333333333,282.7271428571429,312.02,322.29999999999995,,323.78,319.2966666666667,314.97,325.8733333333334,316.0133333333334,322.71,319.77333333333337,324.446,321.84,310.90142857142854,,319.67,314.904,315.1066666666666,316.0833333333333,305.78999999999996,296.01,297.64,315.52,,305.38,291.69500000000005,290.46,291.56,291.86,292.43,,314.83
2015-12-06 22:01:10+00:00,292.6033333333333,290.4766666666667,271.465,287.655,277.6275,287.7575,283.6366666666667,291.51,340.31333333333333,325.1566666666667,319.65333333333336,329.0733333333333,275.305,315.825,321.09,323.31,322.27,313.935,311.53,311.94,311.035,316.06,317.4175,317.02,312.534,308.852,293.9,311.92,312.2066666666667,313.05,310.58,290.29,284.17,290.78,299.13,303.38,,277.72,283.0,,,,,
2016-02-08 22:01:03+00:00,292.955,292.1725,277.32,288.10999999999996,272.135,281.4425,289.5625,291.945,340.675,323.6325,320.4525,327.4125,273.2925,317.9733333333333,320.6133333333333,324.355,319.2,307.015,309.695,312.95500000000004,308.295,304.225,309.9533333333333,311.34000000000003,306.17,302.84000000000003,294.53999999999996,310.75,308.44666666666666,307.23,305.705,293.645,285.805,292.325,302.16499999999996,303.53999999999996,,280.47,284.28999999999996,290.34,,,288.32,
2016-02-24 22:00:32+00:00,288.9533333333334,292.44666666666666,278.5,283.65000000000003,276.17333333333335,282.99666666666667,293.2933333333333,291.6233333333333,333.93666666666667,317.46000000000004,318.5566666666667,321.89,271.40000000000003,319.6933333333333,318.7033333333333,325.0833333333333,318.1766666666667,306.4066666666667,308.1433333333334,312.71333333333337,306.74666666666667,303.83,308.1433333333334,311.8933333333334,300.26,297.7166666666667,294.18,306.28999999999996,305.09000000000003,307.17,306.80333333333334,295.1566666666667,286.77,292.77,302.9266666666667,303.53999999999996,295.19,281.80333333333334,284.77666666666664,288.91499999999996,286.31,,288.32,
2016-03-27 22:00:45+00:00,291.59250000000003,298.9375,278.5,287.47,276.2875,284.14250000000004,298.66999999999996,292.89,338.26,320.90250000000003,318.5566666666667,327.83,276.25,321.13,318.7033333333333,325.0833333333333,319.895,311.3575,311.65999999999997,312.71333333333337,311.7925,307.8075,308.1433333333334,316.09749999999997,300.26,301.88,294.18,306.28999999999996,305.09000000000003,307.17,306.80333333333334,295.1566666666667,286.77,292.77,302.9266666666667,303.53999999999996,295.19,281.80333333333334,284.77666666666664,288.91499999999996,286.31,,288.32,
2016-04-28 22:00:37+00:00,292.076,300.986,284.92,289.054,275.228,282.178,300.334,293.27599999999995,339.976,321.294,318.1975,328.664,275.65,321.438,319.64750000000004,325.9075,319.582,311.924,310.93600000000004,318.15,311.754,310.158,310.57500000000005,316.226,304.7525,303.42600000000004,296.075,306.28999999999996,305.75250000000005,308.53,306.80333333333334,295.1566666666667,286.77,296.9925,302.9266666666667,303.53999999999996,299.71500000000003,283.6225,287.2,289.87666666666667,289.38,290.96,288.32,305.24
2016-05-07 21:54:27+00:00,294.53333333333336,303.68833333333333,289.36800000000005,291.3066666666667,279.79833333333335,286.9916666666667,302.95,294.4866666666667,342.91833333333335,322.5316666666667,319.26800000000003,330.09499999999997,276.1366666666667,321.10333333333335,321.54200000000003,327.922,320.62166666666667,312.985,312.53833333333336,318.22200000000004,312.665,310.56166666666667,310.902,316.81666666666666,306.244,302.62166666666667,297.2,309.6766666666667,307.38800000000003,309.974,308.9675,298.0025,290.3925,298.158,305.39,303.53999999999996,299.71500000000003,285.456,288.654,291.39,289.90000000000003,290.685,291.72,305.24
2016-05-23 21:54:29+00:00,294.53333333333336,303.68833333333333,289.36800000000005,291.3066666666667,279.79833333333335,286.9916666666667,302.95,294.4866666666667,342.91833333333335,322.5316666666667,319.26800000000003,330.09499999999997,276.1366666666667,321.10333333333335,321.54200000000003,327.922,320.62166666666667,312.985,312.53833333333336,318.22200000000004,313.5371428571429,310.56166666666667,310.902,316.81666666666666,306.244,302.62166666666667,297.2,309.6766666666667,307.38800000000003,309.974,308.9675,298.0025,290.3925,298.158,305.39,303.53999999999996,299.71500000000003,285.456,288.654,291.39,289.90000000000003,290.685,291.72,305.24
2016-06-15 22:00:21+00:00,298.3966666666667,309.58666666666664,298.622,295.935,279.31166666666667,286.9916666666667,310.76166666666666,295.84,349.05,325.6116666666667,319.34000000000003,333.7966666666667,278.7166666666667,321.15000000000003,323.015,329.736,320.5516666666667,313.7516666666667,313.76666666666665,319.7925,314.1628571428572,311.55833333333334,309.412,317.97499999999997,309.572,302.97833333333335,298.025,312.43,309.162,310.77200000000005,310.755,300.5733333333333,292.46666666666664,300.0025,307.47666666666663,303.7,299.71500000000003,287.39000000000004,290.0675,291.39,289.90000000000003,290.685,291.72,305.24
2016-06-24 21:54:39+00:00,298.3966666666667,309.58666666666664,298.622,295.935,279.31166666666667,286.9916666666667,310.76166666666666,295.84,349.05,325.6116666666667,319.34000000000003,333.7966666666667,278.7166666666667,321.15000000000003,323.015,329.736,320.5516666666667,313.7516666666667,313.76666666666665,319.7925,314.1628571428572,311.55833333333334,309.412,317.97499999999997,309.572,302.97833333333335,298.025,312.43,309.162,310.77200000000005,310.755,300.5733333333333,283.3425,293.7,302.85,295.85,299.71500000000003,283.166,287.096,288.658,286.5525,288.2733333333333,290.83666666666664,301.125
2016-07-01 22:00:30+00:00,298.75428571428574,310.27714285714285,298.80833333333334,296.1085714285714,276.9342857142857,284.80428571428575,310.28000000000003,295.36571428571426,349.21714285714285,325.8014285714286,318.59333333333336,333.6485714285714,277.9814285714286,319.9428571428571,322.16999999999996,329.59833333333336,320.12,313.36428571428576,313.64142857142855,318.986,313.595,310.4757142857143,308.5983333333333,317.3314285714286,309.56166666666667,302.4171428571429,298.025,311.57666666666665,309.4433333333333,310.61333333333334,310.908,301.3175,285.646,293.7,302.85,295.85,299.71500000000003,283.166,287.096,288.575,286.258,288.49,290.83666666666664,301.125
2016-08-27 21:55:02+00:00,300.72666666666663,315.18333333333334,304.326,298.68666666666667,274.37666666666667,282.4166666666667,306.11833333333334,295.3066666666667,351.1716666666667,328.25333333333333,317.614,336.8066666666667,281.17833333333334,318.65166666666664,322.6625,330.656,321.0683333333333,315.2816666666667,316.5179999999999,321.16749999999996,317.28285714285715,313.2266666666667,312.962,320.0083333333333,313.3325,306.4066666666667,301.73,313.15999999999997,312.24,312.6825,313.07,305.04499999999996,284.03000000000003,293.6566666666667,300.87500000000006,288.0,304.24,286.0875,291.07000000000005,288.40500000000003,286.245,288.49,292.095,301.125
2016-09-12 21:55:06+00:00,295.75142857142856,306.5857142857143,295.455,293.13714285714286,269.2357142857143,280.70428571428573,300.34000000000003,293.8614285714286,345.9757142857143,325.94571428571425,316.99333333333334,333.1385714285714,280.14,315.32857142857137,320.396,328.45166666666665,319.1328571428571,313.43142857142857,314.16333333333336,318.38399999999996,315.84125,311.5857142857143,311.29833333333335,318.37,310.22799999999995,304.36571428571426,298.71,310.94666666666666,309.36,311.606,309.09749999999997,300.8066666666667,285.9,293.61,302.39000000000004,288.0,304.24,285.14,290.298,288.346,286.28000000000003,288.49,291.7366666666667,302.1333333333333
2016-11-15 21:55:12+00:00,288.452,290.73199999999997,283.032,282.57800000000003,259.406,272.502,286.20199999999994,289.654,335.842,322.244,315.402,325.842,284.742,309.296,315.8775,324.84399999999994,314.658,307.53,308.96999999999997,312.455,312.595,306.004,308.058,313.51200000000006,302.40749999999997,300.2,293.33000000000004,305.46999999999997,306.236,308.1775,305.225,295.02000000000004,281.5075,284.33,298.51,294.84000000000003,,280.3875,286.28,285.0475,283.505,286.295,290.04499999999996,300.52
2016-11-22 22:01:23+00:00,294.675,290.73199999999997,283.032,284.09666666666664,263.5883333333333,275.49833333333333,290.10499999999996,291.58166666666665,336.9866666666667,324.06166666666667,316.78,327.7,288.2316666666667,311.4066666666667,316.868,325.98499999999996,318.7383333333333,307.53,308.96999999999997,314.974,311.36,308.625,310.3516666666667,313.8316666666667,304.57599999999996,300.2,293.33000000000004,305.46999999999997,306.236,308.1775,305.225,295.02000000000004,281.5075,284.33,298.51,294.84000000000003,,281.242,286.28,285.0475,283.505,286.295,290.04499999999996,300.52
2017-01-09 22:01:14+00:00,290.382,275.9425,268.055,278.20799999999997,264.52799999999996,276.54200000000003,278.20200000000006,290.11600000000004,329.58399999999995,320.364,317.41400000000004,322.96799999999996,288.884,312.35,316.348,323.37399999999997,317.31,304.79999999999995,302.04499999999996,315.674,308.4025,307.514,309.72200000000004,311.854,299.21750000000003,299.3775,294.88000000000005,305.32666666666665,302.61249999999995,305.19,301.03,291.2266666666667,287.0233333333333,292.41,303.28,301.68,,283.796,288.35249999999996,287.0933333333333,286.21500000000003,,291.02,301.2733333333333
2017-01-25 22:00:44+00:00,288.7683333333334,277.454,266.256,278.545,265.3333333333333,276.25,277.02333333333337,290.235,330.395,319.9316666666667,317.56166666666667,322.6433333333333,285.95,313.1666666666667,316.4166666666667,323.3,317.3016666666667,305.645,302.04499999999996,315.674,308.288,306.35833333333335,309.21166666666664,312.30833333333334,298.796,298.97799999999995,294.605,304.2625,302.79200000000003,306.095,302.6125,291.5125,286.57,292.41,303.28,301.26,,283.796,288.35249999999996,287.0933333333333,286.21500000000003,,291.02,301.2733333333333
2017-02-10 22:01:00+00:00,288.8642857142857,280.53666666666663,268.70166666666665,280.09857142857146,267.4042857142857,277.49142857142857,281.4842857142857,290.9328571428572,331.7342857142857,320.24142857142857,318.00428571428574,322.7442857142857,284.35714285714283,314.40142857142854,316.8542857142857,323.4414285714286,317.15000000000003,306.38800000000003,302.04499999999996,315.674,308.288,306.35833333333335,309.3,312.30833333333334,299.11833333333334,298.8283333333333,294.605,304.2625,303.22166666666664,307.014,303.826,292.202,286.864,293.095,305.59666666666664,302.7233333333333,299.48,283.40000000000003,288.15,287.7375,286.21500000000003,,291.02,301.2733333333333
2017-03-30 22:00:38+00:00,290.86333333333334,275.27599999999995,260.924,281.4583333333333,271.0566666666667,277.69166666666666,282.7133333333333,290.65500000000003,331.8483333333333,319.6683333333333,318.7916666666667,323.1066666666667,282.1383333333333,317.76,317.01,325.6616666666667,318.74666666666667,310.185,307.43,317.125,305.03000000000003,305.212,310.15000000000003,310.70799999999997,299.99333333333334,295.802,295.25,305.49,301.194,308.91,306.80600000000004,292.956,287.102,293.84000000000003,305.68499999999995,302.7233333333333,299.48,281.458,285.7,288.485,292.28499999999997,,,299.835
2017-04-15 22:00:30+00:00,291.7657142857143,280.78999999999996,266.53,283.24142857142857,271.36571428571426,280.9,291.7371428571428,291.5385714285714,334.3457142857143,320.3457142857143,319.0257142857143,324.96571428571434,285.26142857142855,319.1542857142857,318.01714285714286,327.2442857142857,318.74666666666667,311.788,310.99333333333334,317.244,310.69,305.212,310.15000000000003,312.645,303.9871428571429,299.15333333333336,295.25,305.49,301.194,308.91,306.80600000000004,292.956,287.102,293.84000000000003,305.68499999999995,302.7233333333333,299.48,284.23,288.678,288.485,292.28499999999997,,,299.835
2017-05-01 22:00:19+00:00,296.83875,286.8528571428571,266.53,286.55375000000004,271.36571428571426,280.9,291.7371428571428,291.5385714285714,334.3457142857143,325.66875,319.0257142857143,324.96571428571434,286.78875,319.1542857142857,321.0725,327.2442857142857,320.75,313.3933333333334,310.99333333333334,318.5883333333333,310.69,308.3433333333333,310.9628571428571,314.2314285714286,306.57625,301.43142857142857,295.25,305.49,301.194,309.94166666666666,306.80600000000004,292.956,287.102,293.84000000000003,306.52,302.7233333333333,299.48,284.23,288.678,291.284,292.28499999999997,,,299.835
2017-06-11 21:54:33+00:00,298.13142857142856,292.6033333333333,269.082,292.97285714285715,270.482,281.056,293.21799999999996,291.25199999999995,341.6716666666666,326.63166666666666,318.758,325.12600000000003,280.5466666666667,321.08000000000004,322.43666666666667,328.23,319.51,315.60800000000006,315.64,318.90250000000003,313.67,306.8825,312.9183333333333,315.99999999999994,308.40500000000003,302.8333333333333,295.88,307.31333333333333,302.32,311.322,308.515,293.90000000000003,287.955,294.7766666666667,309.21000000000004,303.245,299.48,285.75,290.2049999999999,292.5575,298.56,,,299.27
2017-07-04 22:00:26+00:00,298.13142857142856,292.6033333333333,269.082,294.41375,276.4533333333333,288.945,298.4016666666667,291.25199999999995,341.6716666666666,328.30571428571426,318.235,328.0883333333333,282.37714285714287,321.08000000000004,322.43666666666667,328.23,319.51,315.60800000000006,315.64,318.90250000000003,315.28333333333336,306.8825,312.9183333333333,315.99999999999994,308.40500000000003,302.8333333333333,295.88,307.31333333333333,302.32,311.322,308.515,293.90000000000003,287.955,294.7766666666667,309.21000000000004,303.245,299.48,285.75,290.2049999999999,292.5575,298.56,,,299.27
2017-09-06 22:01:09+00:00,307.45,298.25999999999993,273.30999999999995,300.51599999999996,280.43666666666667,305.11749999999995,315.8675,297.08666666666664,350.46,336.10600000000005,319.73,337.29499999999996,295.76,320.4833333333333,328.6325,338.00333333333333,328.1433333333334,321.49,315.64,318.78333333333336,320.3025,312.855,319.4133333333333,319.23999999999995,319.98,310.0725,,311.43,298.69,315.94,312.08,296.1,292.7,296.45,308.19,,,291.27,294.9899999999999,296.79,298.56,,,
2017-09-22 22:01:13+00:00,307.45,298.25999999999993,273.30999999999995,300.51599999999996,280.43666666666667,305.11749999999995,315.8675,302.96999999999997,352.58399999999995,336.10600000000005,319.73,337.29499999999996,300.92333333333335,323.215,328.6325,338.00333333333333,328.1433333333334,321.49,315.64,318.78333333333336,320.3025,312.855,319.4133333333333,319.23999999999995,321.788,310.0725,,311.43,308.16999999999996,315.94,312.08,296.1,292.7,296.45,308.19,,,291.27,294.9899999999999,296.79,298.56,,,
2017-10-01 21:55:06+00:00,309.418,315.7949999999999,281.065,304.01750000000004,289.765,311.0,325.46,305.985,355.256,339.668,321.34000000000003,340.5525,309.1233333333334,324.0775,330.23749999999995,339.53499999999997,332.57000000000005,321.6933333333333,318.12,321.515,325.39000000000004,324.0,320.50499999999994,323.03999999999996,323.04200000000003,312.2425,,,315.66499999999996,315.1,,,,,308.19,,,298.09,300.59,302.48,,,,
2017-12-11 22:00:48+00:00,299.26,292.21,274.73,295.33000000000004,290.82,306.635,307.8225,304.2825,348.2375,332.40250000000003,321.10749999999996,336.6275,313.31500000000005,318.28,324.4533333333333,333.91999999999996,323.75,315.72,306.52,312.57,315.055,302.01,306.73,310.31,315.78249999999997,307.17,295.22,305.27,312.12333333333333,308.17,304.65,292.43,286.51,294.63,306.32,,,282.02,286.85,289.61,286.49,294.34,,
2017-12-20 21:55:04+00:00,299.26,292.21,274.73,295.33000000000004,290.82,306.635,307.8225,304.2825,348.2375,332.40250000000003,321.10749999999996,336.6275,313.31500000000005,318.28,332.00249999999994,333.91999999999996,323.75,325.3933333333334,323.235,325.65999999999997,320.0833333333333,302.01,306.73,310.31,315.78249999999997,307.17,295.22,305.27,312.12333333333333,308.17,304.65,292.43,286.51,294.63,306.32,,,282.02,286.85,289.61,286.49,294.34,,
2018-03-17 22:00:35+00:00,294.31,292.21,274.73,286.16,275.33,288.48499999999996,291.67999999999995,302.61000000000007,345.10999999999996,326.235,321.41999999999996,328.88500000000005,321.5150000000001,319.34,331.88999999999993,325.51,315.13,325.36,323.235,325.65999999999997,318.31666666666666,307.645,314.20500000000004,310.31,312.9733333333333,303.78,295.22,305.27,313.575,313.405,304.65,292.43,286.51,294.63,306.32,,,282.02,286.85,289.61,286.49,294.34,,
2018-04-18 22:00:19+00:00,290.56,292.21,281.89,286.16,275.33,282.69,275.33,297.01,331.4,318.61,321.815,320.42,313.42,310.21,334.04,325.51,315.13,325.36,323.235,329.46999999999997,318.31666666666666,307.645,314.20500000000004,322.0,315.11,308.645,295.22,305.27,311.485,315.99,304.65,292.43,286.51,294.63,306.32,,,282.02,286.85,289.61,286.49,294.34,,
2018-06-14 21:53:45+00:00,,,,,310.25,,,303.99,,,324.13,,313.42,321.57,341.595,,,344.74,339.95,337.91999999999996,324.095,313.28,325.26,333.69,329.855,313.74,,,317.93,319.9,,,,,,,,,,,,,,
2018-07-16 21:54:03+00:00,,,,,310.25,,,303.99,,,324.13,,313.42,321.57,328.54,,,,,337.09,318.05,318.85,325.26,333.69,329.855,313.74,,,317.93,319.9,,,,,,,,,,,,,,
2018-08-24 22:00:33+00:00,306.19,,,,310.25,,,300.875,,336.63,324.7,347.37,299.53499999999997,312.1033333333333,330.15999999999997,,,,,337.09,325.16499999999996,322.5566666666667,327.93666666666667,332.735,327.26,314.43,,,317.68,319.9,,,299.61,,,,,,,,,,,
2018-10-20 21:54:44+00:00,306.19,,,,310.25,,,297.76,,336.63,325.27,347.37,301.81,309.66333333333336,331.78,,,,,,332.28,327.19500000000005,331.06499999999994,331.78,326.065,315.12,,,321.855,,,,299.61,,,,,,,,,,,
2018-11-05 21:54:47+00:00,295.79499999999996,255.4,254.34,256.78,277.65,272.92,267.32,293.15,313.73,324.605,320.565,331.175,304.62666666666667,306.26750000000004,322.245,321.53,313.47,304.54,304.52,307.9,317.325,318.47333333333336,320.91,320.68499999999995,316.46,304.43,293.33,302.12,314.52,303.72,302.15,290.94,291.34000000000003,291.86,302.19,303.13,296.21,280.21,283.95,288.77,291.74,,,
